iso,variable,unit,value,type,note,year,version,author
NLD,Education|lower_secondary,$/cap/year,169.49568109061042,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Education|primary,$/cap/year,121.55826670021868,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Health care,$/cap/year,1280.5785369873065,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Heating CON|rural,Share of population requiring heating.,0.999,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Heating CON|total,Share of population requiring heating.,0.999,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Heating CON|urban,Share of population requiring heating.,0.999,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Hot Water OP|rural,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Hot Water OP|total,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Hot Water OP|urban,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Housing|rural,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Housing|total,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Housing|urban,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Nutrition,kcal/cap/day,2463.75,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Roads,km/cap,0.00821413949535754,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Sanitation,Share of population requiring safely managed sanitation services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Transport,pkm/cap/year,5434.634259660876,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NLD,Water,m3/cap/year,29.65625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Appliance|clean_cooking_fuel,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Appliance|mobile_telephone,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Appliance|refrigerator,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Appliance|television,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Clothing|clothing,kg/cap/year,3.0374999999999996,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Clothing|footwear,kg/cap/year,1.125,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Cooling CON|rural,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Cooling CON|total,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Cooling CON|urban,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Education|lower_secondary,$/cap/year,130.40756718791698,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Education|primary,$/cap/year,146.51282427307697,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Health care,$/cap/year,1280.5785369873065,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Heating CON|rural,Share of population requiring heating.,0.989,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Heating CON|total,Share of population requiring heating.,0.989,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Heating CON|urban,Share of population requiring heating.,0.989,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Hot Water OP|rural,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Hot Water OP|total,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Hot Water OP|urban,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Housing|rural,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Housing|total,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Housing|urban,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Nutrition,kcal/cap/day,2440,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Roads,km/cap,0.018420166858679005,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Sanitation,Share of population requiring safely managed sanitation services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Transport,pkm/cap/year,5479.793287791017,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NOR,Water,m3/cap/year,29.65625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Appliance|clean_cooking_fuel,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Appliance|mobile_telephone,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Appliance|refrigerator,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Appliance|television,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Clothing|clothing,kg/cap/year,1.625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Clothing|footwear,kg/cap/year,1.125,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Cooling CON|rural,Share of population requiring cooling.,0.700579406284071,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Cooling CON|total,Share of population requiring cooling.,0.700579406284071,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Cooling CON|urban,Share of population requiring cooling.,0.700579406284071,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Education|lower_secondary,$/cap/year,211.57639343776611,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Education|primary,$/cap/year,160.41529079015228,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Health care,$/cap/year,1280.5785369873065,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Heating CON|rural,Share of population requiring heating.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Heating CON|total,Share of population requiring heating.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Heating CON|urban,Share of population requiring heating.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Hot Water OP|rural,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Hot Water OP|total,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Hot Water OP|urban,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Housing|rural,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Housing|total,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Housing|urban,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Nutrition,kcal/cap/day,2161.25,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Roads,km/cap,0.0010305573417551807,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Sanitation,Share of population requiring safely managed sanitation services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Transport,pkm/cap/year,5665.766657043493,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NPL,Water,m3/cap/year,29.65625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Appliance|clean_cooking_fuel,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Appliance|mobile_telephone,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Appliance|refrigerator,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Appliance|television,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Clothing|clothing,kg/cap/year,3.0374999999999996,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Clothing|footwear,kg/cap/year,1.125,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Cooling CON|rural,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Cooling CON|total,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Cooling CON|urban,Share of population requiring cooling.,0,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Education|lower_secondary,$/cap/year,182.5392575612812,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Education|primary,$/cap/year,142.72688967841998,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Health care,$/cap/year,1280.5785369873065,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Heating CON|rural,Share of population requiring heating.,0.98,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Heating CON|total,Share of population requiring heating.,0.98,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Heating CON|urban,Share of population requiring heating.,0.98,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Hot Water OP|rural,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Hot Water OP|total,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Hot Water OP|urban,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Housing|rural,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Housing|total,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Housing|urban,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Nutrition,kcal/cap/day,2385,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Roads,km/cap,0.013358140025930032,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Sanitation,Share of population requiring safely managed sanitation services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Transport,pkm/cap/year,18749.999999999996,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
NZL,Water,m3/cap/year,29.65625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Appliance|clean_cooking_fuel,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Appliance|mobile_telephone,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Appliance|refrigerator,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Appliance|television,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Clothing|clothing,kg/cap/year,1.625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Clothing|footwear,kg/cap/year,1.125,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Cooling CON|rural,Share of population requiring cooling.,0.963332901432956,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Cooling CON|total,Share of population requiring cooling.,0.963332901432956,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Cooling CON|urban,Share of population requiring cooling.,0.963332901432956,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Education|lower_secondary,$/cap/year,158.7240556696182,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Education|primary,$/cap/year,183.43306764686372,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Health care,$/cap/year,1280.5785369873065,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Heating CON|rural,Share of population requiring heating.,0.545,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Heating CON|total,Share of population requiring heating.,0.545,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Heating CON|urban,Share of population requiring heating.,0.545,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Hot Water OP|rural,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Hot Water OP|total,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Hot Water OP|urban,Share of population requiring hot water services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Housing|rural,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Housing|total,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Housing|urban,m2/cap,14.02856836000425,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Nutrition,kcal/cap/day,2412.5,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Roads,km/cap,0.014557267908980528,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Sanitation,Share of population requiring safely managed sanitation services.,1,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Transport,pkm/cap/year,7499.7157999457695,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
OMN,Water,m3/cap/year,29.65625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Appliance|clean_cooking_fuel,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Appliance|mobile_telephone,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Appliance|refrigerator,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Appliance|television,unit/cap,0.37296037296037293,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Clothing|clothing,kg/cap/year,1.625,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Clothing|footwear,kg/cap/year,1.125,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Cooling CON|rural,Share of population requiring cooling.,0.951894842369379,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Cooling CON|total,Share of population requiring cooling.,0.951894842369379,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
PAK,Cooling CON|urban,Share of population requiring cooling.,0.951894842369379,Decent Living Standard threshold,This normative threshold indicates one interpretation of the minimum material prerequisite for human well-being.,2015 (estimated),2025-05-05T16:55:27Z,Jarmo S. Kikstra
